match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,p1_ace_sum,p2_ace_sum,p1_winner_sum,p2_winner_sum,p1_double_fault_sum,p2_double_fault_sum,p1_unf_err_sum,p2_unf_err_sum,p1_break_pt_won_sum,p2_break_pt_won_sum,p1_break_pt_missed_sum,p2_break_pt_missed_sum,serve_width_score,serve_depth_score,return_depth_score,p1_skill_factors,p2_skill_factors,p1_Physical_Factor,p2_Physical_Factor,p1_Psychological_Factor,p2_Psychological_Factor
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0:58:57,2,5,90,0,1,3,1,15,15,1,2,1,45,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44.124,45.264,13,106,0,0,0,1,0,1,0,3,1,0,0,0,0.75,0.4,0.45,0.28607635,-0.28607635,11.64015369,8.844042308,0.372513,-0.372513
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0:59:44,2,5,91,0,1,3,1,30,15,1,1,2,45,46,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13.365,11.518,2,120,0,0,0,1,0,1,1,3,1,0,0,0,0.5,0.4,0.45,0.2020756,-0.2020756,10.39801745,11.47670255,0.183254,-0.183254
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:00:11,2,5,92,0,1,3,1,30,30,1,1,2,45,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.219,16.108,4,125,0,0,0,1,0,1,2,2,1,0,0,0,0.5,0.4,0.85,0.0931228,-0.0931228,12.61096637,10.37338363,-0.19573,0.19573
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:00:36,2,5,93,0,1,3,1,30,40,1,1,1,46,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33.852,31.331,9,126,0,0,0,1,0,1,2,3,1,0,0,1,0.4,0.4,0.45,0.1684753,-0.1684753,11.42227476,12.25964124,0.022612,-0.022612
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:01:12,2,5,94,0,1,3,1,40,40,1,2,1,47,47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.763,0.93,7,100,0,0,0,1,0,1,2,4,1,0,0,1,0.9,0.8,0,0.6156947,-0.6156947,9.479060453,9.301339547,0.212337,-0.212337
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:02:01,2,5,95,0,1,3,1,AD,40,1,2,1,48,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.756,7.161,1,95,0,0,0,1,0,0,2,3,0,0,0,1,0.75,0.4,0.45,0.28607635,-0.28607635,9.362694213,7.894475787,0.00432,-0.00432
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:04:05,2,6,96,0,1,4,1,0,0,2,1,2,48,48,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.796,9.49,3,107,0,0,0,2,0,0,2,3,0,0,0,1,0.9,0.8,0,-0.6156947,0.6156947,9.880223886,9.750538114,-0.210634,0.210634
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:04:31,2,6,97,0,1,4,1,0,15,2,1,2,48,49,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.819,9.544,3,112,0,0,0,2,0,0,2,3,0,0,0,1,0.9,0.8,0,-0.6156947,0.6156947,8.251526147,12.28206585,-0.210634,0.210634
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:05:01,2,6,98,0,1,4,1,0,30,2,2,1,49,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.638,6.388,2,95,0,0,0,2,0,0,2,3,0,0,0,1,0.4,0.8,0.45,-0.3251213,0.3251213,8.286655394,9.073914606,-0.210634,0.210634
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:05:46,2,6,99,0,1,4,1,15,30,2,1,2,49,50,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.388,7.654,1,99,0,0,0,2,0,0,1,3,0,0,0,1,0.9,0.8,0.45,-0.4931228,0.4931228,9.675634226,8.303799774,-0.021375,0.021375
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:06:11,2,6,100,0,1,4,1,15,40,2,1,2,49,51,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.032,13.496,3,120,0,0,0,2,0,0,1,3,0,0,0,1,0.4,0.4,0.85,-0.0595225,0.0595225,10.62020494,11.35791506,-0.021375,0.021375
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:07:01,2,7,101,0,1,4,2,0,0,1,1,1,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.813,18.791,3,119,0,0,0,2,0,0,1,2,0,0,0,0,0.5,0.4,0.45,0.2020756,-0.2020756,12.9470899,8.8504641,-0.239717,0.239717
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:07:25,2,7,102,0,1,4,2,15,0,1,2,2,50,52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.872,8.54,0,,0,0,0,2,1,0,2,1,0,0,0,0,0.5,0.8,0.45,0.3587216,-0.3587216,,,-0.632633,0.632633
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:07:48,2,7,103,0,1,4,2,15,15,1,1,1,51,52,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.537,20.932,3,112,0,0,0,2,1,0,2,1,0,0,0,0,0.9,0.4,0.45,0.3364768,-0.3364768,13.78982542,6.743766579,-0.632633,0.632633
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:08:12,2,7,104,0,1,4,2,30,15,1,1,1,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.511,11.178,1,120,0,0,0,1,1,0,2,1,0,0,0,0,0.9,0.4,0.85,0.227524,-0.227524,12.64888078,9.122439223,-0.417679,0.417679
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:08:30,2,7,105,0,1,4,2,40,15,1,2,1,53,52,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10.857,12.427,3,96,0,0,0,0,1,0,2,2,0,0,0,0,0.5,0.4,0.45,0.2020756,-0.2020756,9.732585556,7.911950444,-0.013,0.013
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:10:49,2,8,106,0,1,5,2,0,0,2,2,2,53,53,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.626,14.534,3,98,0,0,0,0,1,0,2,1,0,0,0,0,0.9,0.8,0.45,-0.4931228,0.4931228,8.422215304,9.583452696,-0.202725,0.202725
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:11:33,2,8,107,0,1,5,2,0,15,2,2,2,53,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.419,5.245,1,96,0,0,0,0,1,0,3,1,0,0,0,0,0.65,0.4,0.85,-0.14352325,0.14352325,9.171501824,8.266234176,-0.391984,0.391984
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:12:09,2,8,108,0,1,5,2,0,30,2,1,2,53,55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,1.25,1,123,0,1,0,1,1,0,2,1,0,0,0,0,0.5,0.4,0,-0.3246475,0.3246475,11.34527871,10.96773929,-0.455121,0.455121
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:12:35,2,8,109,0,1,5,2,0,40,2,1,1,54,55,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.456,6.567,2,119,0,1,1,1,1,0,2,1,0,0,0,0,0.5,0.4,0.85,-0.0931228,0.0931228,12.28364478,9.410509225,-0.246052,0.246052
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:13:00,2,8,110,0,1,5,2,15,40,2,2,1,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.974,18.07,4,110,0,1,1,1,0,0,1,1,0,0,0,0,0.9,0.4,0.85,-0.227524,0.227524,10.9644852,9.311374796,-0.042861,0.042861
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:14:03,2,8,111,0,1,5,2,30,40,2,1,2,55,56,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.79,7.92,1,121,0,1,1,1,0,0,1,1,0,0,0,0,0.9,0.4,0.45,-0.3364768,0.3364768,12.02914703,9.92273897,-0.042861,0.042861
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:14:41,2,9,112,0,1,5,3,0,0,1,1,1,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.919,8.952,1,111,0,1,1,1,0,0,1,1,0,0,0,0,0.9,0.8,0.85,0.38417,-0.38417,11.52551746,8.620708537,-0.042861,0.042861
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:14:57,2,9,113,0,1,5,3,15,0,1,1,1,57,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.445,17.745,3,122,0,1,1,1,0,0,1,1,0,0,0,0,0.5,0.4,0.85,0.0931228,-0.0931228,13.33153151,9.00772049,-0.042861,0.042861
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:15:21,2,9,114,0,1,5,3,30,0,1,1,2,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.766,6.661,2,111,0,1,1,1,0,0,1,1,0,0,0,0,0.9,0.8,0,0.6156947,-0.6156947,11.05398432,9.195641677,-0.042861,0.042861
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:15:38,2,9,115,0,1,5,3,30,15,1,2,2,57,58,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,65.286,59.778,14,88,0,1,1,2,0,0,0,1,0,0,0,0,0.65,0.4,0.45,0.25247605,-0.25247605,7.577503752,9.759904248,-0.068556,0.068556
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:16:57,2,9,116,0,1,5,3,30,30,1,1,1,58,58,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901,0.814,1,127,1,0,2,1,0,0,0,1,0,0,0,0,0.5,0.4,0,0.3246475,-0.3246475,11.49775714,11.53752486,0.455113,-0.455113
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:17:17,2,9,117,0,1,5,3,40,30,1,1,1,59,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.476,9.265,3,123,1,0,1,1,0,0,0,1,0,0,0,0,0.9,0.8,0.45,0.4931228,-0.4931228,9.265770541,13.25404746,0.246044,-0.246044
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:19:54,3,1,118,1,1,0,0,0,0,2,1,1,60,58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13.339,16.005,2,116,1,0,1,1,0,0,0,2,0,0,0,0,0.5,0.8,0,-0.4812935,0.4812935,12.01836246,9.134093536,0.435769,-0.435769
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:20:26,3,1,119,1,1,0,0,15,0,2,2,1,61,58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12.631,7.575,2,85,1,0,1,1,0,0,0,3,0,0,0,0,0.9,0.4,0.45,-0.3364768,0.3364768,5.813865366,9.741044634,0.625494,-0.625494
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:21:12,3,1,120,1,1,0,0,30,0,2,1,2,61,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.4,18.464,5,113,1,0,1,1,0,0,0,3,0,0,0,0,0.75,0.4,0.85,-0.17712355,0.17712355,8.349771528,12.57118647,0.625494,-0.625494
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:21:46,3,1,121,1,1,0,0,30,15,2,2,1,62,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.427,30.195,8,82,1,0,2,1,0,0,0,2,0,0,0,0,0.75,0.4,0.45,-0.28607635,0.28607635,4.145351262,11.48826074,0.644838,-0.644838
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:23:06,3,1,122,1,1,0,0,40,15,2,2,1,63,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,49.584,42.203,12,94,1,0,2,1,0,0,0,3,1,0,0,0,0.75,0.4,0.45,-0.28607635,0.28607635,6.873875955,11.34012805,0.83916,-0.83916
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:24:36,3,2,123,1,1,1,0,0,0,1,2,1,64,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.333,75.495,21,102,1,0,2,0,0,0,0,4,1,0,0,0,0.9,0.8,0.85,0.38417,-0.38417,10.64131823,9.947813772,1.243839,-1.243839
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:25:39,3,2,124,1,1,1,0,15,0,1,1,1,65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.422,8.137,1,120,0,0,1,0,0,0,0,4,1,0,0,0,0.9,0.8,0.45,0.4931228,-0.4931228,10.93178119,10.83953881,0.972566,-0.972566
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:25:59,3,2,125,1,1,1,0,30,0,1,1,1,66,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.221,29.26,7,118,0,0,1,0,0,0,0,5,1,0,0,0,0.9,0.4,0.45,0.3364768,-0.3364768,13.7209136,8.309674399,1.162291,-1.162291
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:26:27,3,2,126,1,1,1,0,40,0,1,1,1,67,59,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.324,13.071,3,120,0,0,2,0,0,0,0,4,1,0,0,0,0.4,0.4,0.45,0.1684753,-0.1684753,11.56777073,10.41034927,1.181635,-1.181635
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:27:31,3,3,127,1,1,2,0,0,0,2,1,1,68,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.483,1.284,2,,0,0,2,0,0,0,0,3,1,0,0,0,0.65,0.8,0,-0.53169395,0.53169395,,,0.99191,-0.99191
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:28:02,3,3,128,1,1,2,0,15,0,2,1,2,68,60,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.519,11.179,3,109,0,0,2,1,0,0,0,3,1,0,0,0,0.9,0.8,0,-0.6156947,0.6156947,10.08090024,9.910993758,0.776956,-0.776956
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:28:37,3,3,129,1,1,2,0,15,15,2,1,2,68,61,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.52,10.857,3,77,0,0,1,2,0,0,0,3,1,0,0,0,0.75,0.4,0,-0.40864825,0.40864825,5.793493409,8.420288591,0.352933,-0.352933
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:29:06,3,3,130,1,1,2,0,15,30,2,2,2,68,62,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.163,39.441,9,105,0,0,1,3,0,0,0,2,0,0,0,0,0.5,0.4,0.45,-0.2020756,0.2020756,9.6070863,10.2829437,-0.056343,0.056343
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:30:08,3,3,131,1,1,2,0,15,40,2,1,2,68,63,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.053,12.472,1,122,0,1,1,4,0,0,0,1,0,0,0,0,0.5,0.4,0,-0.3246475,0.3246475,11.49537508,10.63707692,-0.498464,0.498464
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:31:57,3,4,132,1,1,2,1,0,0,1,1,1,69,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.306,7.352,1,112,0,1,1,4,0,0,0,1,0,0,0,0,0.9,0.8,0.85,0.38417,-0.38417,10.75102657,9.57576543,-0.498464,0.498464
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:32:15,3,4,133,1,1,2,1,15,0,1,2,2,69,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.322,34.069,8,106,0,1,1,4,0,0,0,0,0,0,0,0,0.5,0.4,0.45,0.2020756,-0.2020756,14.34007806,5.627117945,-0.688189,0.688189
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:32:49,3,4,134,1,1,2,1,15,15,1,1,1,70,64,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.851,9.836,3,120,0,1,1,4,0,0,0,0,0,0,0,0,0.5,0.4,0.45,0.2020756,-0.2020756,10.34514398,11.63297602,-0.688189,0.688189
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:33:17,3,4,135,1,1,2,1,30,15,1,2,2,70,65,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.403,7.091,0,,0,1,1,4,1,0,1,0,0,0,0,0,0.9,0.8,0.45,0.4931228,-0.4931228,,,-0.89138,0.89138
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:33:44,3,4,136,1,1,2,1,30,30,1,1,1,71,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.373,5.643,1,113,0,1,1,3,1,0,1,0,0,0,0,0,0.9,0.4,0.85,0.227524,-0.227524,10.90037186,9.606986136,-0.676426,0.676426
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:34:03,3,4,137,1,1,2,1,40,30,1,1,1,72,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,4.352,1,126,0,1,1,2,1,0,1,0,0,0,0,0,0.9,0.8,0.45,0.4931228,-0.4931228,11.35335944,11.50135656,-0.461472,0.461472
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:34:41,3,5,138,1,1,3,1,0,0,2,2,2,72,66,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,29.065,21.269,5,87,0,1,1,2,1,0,1,0,0,0,0,0,0.4,0.4,0.45,-0.1684753,0.1684753,5.280421078,10.94582092,-0.461472,0.461472
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:35:24,3,5,139,1,1,3,1,0,15,2,1,2,72,67,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.966,8.141,1,120,0,0,1,1,1,0,1,0,0,0,0,0,0.9,0.8,0.45,-0.4931228,0.4931228,10.70568948,11.06563052,-0.209076,0.209076
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:35:48,3,5,140,1,1,3,1,0,30,2,1,2,72,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.395,3.272,1,121,0,0,1,1,1,0,1,0,0,0,0,0,0.5,0.4,0.45,-0.2020756,0.2020756,10.57213274,11.37975326,-0.209076,0.209076
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:36:08,3,5,141,1,1,3,1,0,40,2,1,2,72,69,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.233,0.898,1,119,0,1,1,2,1,0,1,0,0,0,0,0,0.9,0.8,0,-0.6156947,0.6156947,10.25449046,11.33626354,-0.461472,0.461472
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:37:54,3,6,142,1,1,3,2,0,0,1,1,1,73,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38.677,48.752,11,123,0,1,0,2,1,0,1,0,0,0,0,0,0.5,0.4,0.85,0.0931228,-0.0931228,16.8848301,6.462187899,-0.670541,0.670541
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:38:38,3,6,143,1,1,3,2,15,0,1,1,1,74,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.122,27.144,5,120,0,1,0,2,0,0,0,1,0,0,0,0,0.5,0.8,0.45,0.3587216,-0.3587216,16.26095813,5.92396187,-0.277625,0.277625
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:39:03,3,6,144,1,1,3,2,30,0,1,2,1,75,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.067,3.899,1,99,0,1,0,2,0,0,0,1,0,0,0,0,0.4,0.4,0.45,0.1684753,-0.1684753,8.99864991,8.98078409,-0.277625,0.277625
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:39:28,3,6,145,1,1,3,2,40,0,1,1,1,76,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.341,4.77,1,117,0,1,0,2,0,0,0,1,0,0,0,0,0.9,0.4,0.45,0.3364768,-0.3364768,10.89150519,10.33811681,-0.277625,0.277625
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:40:35,3,7,146,1,1,4,2,0,0,2,2,1,77,69,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13.081,10.732,0,,0,1,0,1,0,1,0,2,0,0,0,0,0.9,0.8,0.85,-0.38417,0.38417,,,0.140749,-0.140749
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:41:12,3,7,147,1,1,4,2,15,0,2,2,2,77,70,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,92.775,95.005,25,88,0,1,0,2,0,1,0,2,0,0,0,0,0.75,0.4,0.45,-0.28607635,0.28607635,12.10362666,6.37118134,-0.074205,0.074205
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:42:36,3,7,148,1,1,4,2,15,15,2,2,2,77,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.236,17.311,3,94,0,1,0,2,0,1,1,2,0,0,0,0,0.4,0.8,0.85,-0.2161685,0.2161685,9.862864043,7.420539957,-0.263464,0.263464
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:43:35,3,7,149,1,1,4,2,15,30,2,1,1,78,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.497,15.862,4,104,0,0,1,1,0,1,1,2,0,0,0,0,0.9,0.8,0.45,-0.4931228,0.4931228,7.558675591,11.63378841,0.198001,-0.198001
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:44:20,3,7,150,1,1,4,2,30,30,2,1,2,78,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.966,16.914,3,113,0,0,1,2,0,1,1,2,0,0,0,0,0.75,0.4,0.45,-0.28607635,0.28607635,9.003940304,11.7102177,-0.016953,0.016953
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:44:50,3,7,151,1,1,4,2,30,40,2,1,2,78,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.157,7.426,1,121,0,0,1,2,0,1,1,1,0,0,0,0,0.5,0.4,0.45,-0.2020756,0.2020756,10.82080168,11.13108432,-0.206678,0.206678
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:46:30,3,8,152,1,1,4,3,0,0,1,1,2,78,74,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.031,20.016,6,121,0,0,1,3,0,1,1,1,0,0,0,0,0.5,0.4,0.45,0.2020756,-0.2020756,11.63524582,10.83364018,-0.421632,0.421632
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:46:58,3,8,153,1,1,4,3,0,15,1,1,2,78,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.451,16.09,4,118,0,0,1,3,0,1,2,1,0,0,0,0,0.5,0.4,0.85,0.0931228,-0.0931228,11.45507054,10.26531746,-0.610891,0.610891
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:47:22,3,8,154,1,1,4,3,0,30,1,1,1,79,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.586,41.628,11,119,0,0,1,3,0,0,2,1,0,0,0,0,0.9,0.8,0.85,0.38417,-0.38417,12.5954375,10.0293165,-0.624586,0.624586
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:47:56,3,8,155,1,1,4,3,15,30,1,1,1,80,75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647,1.274,1,125,1,0,2,2,0,0,2,1,0,0,0,0,0.5,0.4,0,0.3246475,-0.3246475,11.62559767,11.04855234,-0.138359,0.138359
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:48:15,3,8,156,1,1,4,3,30,30,1,1,1,81,75,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14.181,15.203,5,103,1,0,3,2,0,0,1,1,0,0,0,0,0.75,0.4,0.45,0.28607635,-0.28607635,10.29490107,8.820396928,0.259969,-0.259969
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:48:41,3,8,157,1,1,4,3,40,30,1,1,2,81,76,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.653,18.484,6,126,1,0,2,3,0,0,1,1,0,0,0,0,0.5,0.8,0.45,0.3587216,-0.3587216,12.8286798,10.5430362,-0.164054,0.164054
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:49:11,3,8,158,1,1,4,3,40,40,1,1,1,82,76,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.976,17.845,5,117,1,0,3,2,0,0,1,1,0,0,0,0,0.75,0.4,0.45,0.28607635,-0.28607635,13.2238697,8.419352299,0.259969,-0.259969
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:49:36,3,8,159,1,1,4,3,AD,40,1,1,2,82,77,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,46.276,37.414,10,103,1,0,3,3,0,0,1,1,0,0,0,0,0.5,0.4,0.85,0.0931228,-0.0931228,6.865323714,12.76697429,0.045015,-0.045015
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,1:50:23,3,8,160,1,1,4,3,40,40,1,1,1,83,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.419,7.123,1,124,1,0,3,2,0,0,1,1,0,0,0,0,0.5,0.4,0.85,0.0931228,-0.0931228,11.68652223,10.80706177,0.259969,-0.259969
