match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,serve_width_score,serve_depth_score,return_depth_score,p1_ace_sum,p2_ace_sum,p1_winner_sum,p2_winner_sum,p1_double_fault_sum,p2_double_fault_sum,p1_unf_err_sum,p2_unf_err_sum,p1_break_pt_won_sum,p2_break_pt_won_sum,p1_break_pt_missed_sum,p2_break_pt_missed_sum,p1_Psychological_Factor,p2_Psychological_Factor,p1_Physical_Factor,p2_Physical_Factor,p1_skill_factors,p2_skill_factors,p1_server_factors,p2_server_factors,p1_momentum,p2_momentum,p1_momentum_predict_lightGBM,p2_momentum_predict_lightGBM,p1_p2_momentum_predict_lightGBM_cha
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:34:03,1,12,53,0,0,6,5,15,30,1,2,2,28,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.711,23.602,8,79,B,NCTL,D,0.65,0.4,0.85,0,1,2,1,0,0,2,2,1,0,0,0,0.443541494,0.547956437,0.713299439,0.530999873,0.633123074,0.384147337,0.379498138,0.556818902,0.534421605,0.511171554,0.586054127,0.462135843,0.123918284
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:34:49,1,12,54,0,0,6,5,15,40,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.298,7.1,1,97,W,CTL,D,0.9,0.8,0.85,0,0,2,0,0,0,2,2,1,0,0,1,0.582623018,0.415860443,0.828840021,0.61486953,0.801474193,0.210797547,0.912419774,0.006627041,0.696409388,0.244440531,0.579066298,0.390975093,0.188091205
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:35:18,1,12,55,0,0,6,5,30,40,1,2,1,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,41.933,43.466,13,80,B,CTL,ND,0.65,0.8,0.45,0,0,1,0,0,0,2,2,1,0,0,2,0.522526574,0.47074834,0.711869773,0.581180135,0.78674295,0.200234391,0.452512684,0.629849383,0.577395977,0.549602036,0.559507339,0.462035657,0.097471682
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:36:11,1,12,56,0,0,6,5,40,40,1,2,1,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.474,20.677,5,80,BW,NCTL,ND,0.75,0.4,0.45,0,0,1,0,0,0,2,1,1,0,0,2,0.450304496,0.547688768,0.695253192,0.536571557,0.761866088,0.251651443,0.425830181,0.603161057,0.619149415,0.570465198,0.644165976,0.511805528,0.132360448
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:36:50,1,12,57,0,0,6,5,AD,40,1,1,2,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.196,13.338,4,103,BW,NCTL,D,0.75,0.4,0.85,0,0,0,0,0,0,2,1,0,0,0,2,0.321415913,0.673281096,0.895220796,0.658923095,0.660527968,0.335656239,0.962763565,0.05698182,0.773652304,0.370335946,0.66940993,0.459775156,0.209634774
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:37:14,1,12,58,0,0,6,5,40,40,1,1,2,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.798,15.55,4,97,BW,NCTL,D,0.75,0.4,0.85,0,0,0,0,0,0,1,1,0,0,0,2,0.390888896,0.606120979,0.860768606,0.610717797,0.663333804,0.338475585,0.970279989,0.064499884,0.797288011,0.484913067,0.704055102,0.531044037,0.173011065
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:37:40,1,12,59,0,0,6,5,40,AD,1,2,2,31,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22.416,19.982,6,86,C,NCTL,D,0.5,0.4,0.85,0,0,0,0,0,0,1,0,0,1,0,2,0.307742438,0.689310174,0.714338472,0.604526733,0.570248413,0.435011859,0.373283577,0.550602984,0.475368319,0.518858941,0.571268702,0.517727298,0.053541404
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:38:32,1,13,60,0,0,6,6,0,0,2,1,2,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.976,3.95,1,115,C,NCTL,ND,0.5,0.4,0.45,0,0,0,0,0,0,1,0,0,1,0,2,0.301203792,0.690177509,0.946948155,0.747499297,0.339941519,0.664808531,0.008787568,0.999427491,0.383214811,0.843640546,0.480776888,0.673763613,-0.192986725
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:39:05,1,13,61,0,0,6,6,0,1,1,1,1,32,29,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.408,7.379,3,103,BC,NCTL,ND,0.4,0.4,0.45,0,0,1,0,0,0,0,0,0,1,0,2,0.480671236,0.515586231,0.885929472,0.659208837,0.622308462,0.377519668,0.90902942,0.003235948,0.650024873,0.270199902,0.56036084,0.517458387,0.042902453
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:39:24,1,13,62,0,0,6,6,1,1,1,2,2,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.589,24.74,8,81,BC,NCTL,D,0.4,0.4,0.85,0,0,1,0,0,0,0,0,0,1,0,1,0.444020676,0.553311706,0.675822949,0.586850353,0.527128965,0.46771274,0.434242365,0.611575077,0.50453595,0.519734169,0.500577541,0.468967403,0.031610138
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:40:17,1,13,63,0,0,6,6,1,2,2,1,1,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,8.188,2,116,W,NCTL,D,0.9,0.4,0.85,0,0,1,0,0,0,0,0,0,1,0,0,0.403738575,0.589981054,0.935041446,0.777137452,0.27250919,0.715332454,0.00358743,0.994226219,0.354198397,0.742878258,0.383221495,0.683387253,-0.300165758
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:40:44,1,13,64,0,0,6,6,2,2,2,1,2,33,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18,3.233,1,115,W,CTL,D,0.9,0.8,0.85,0,1,1,1,0,0,0,0,0,1,0,0,0.309934662,0.688683826,0.912122388,0.775796369,0.210229352,0.805194384,0.008629825,0.999269714,0.303978636,0.742693544,0.42316855,0.714811467,-0.291642917
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:41:10,1,13,65,0,0,6,6,2,3,1,1,1,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.829,6.222,1,109,C,CTL,ND,0.5,0.8,0.45,0,1,1,1,0,0,0,0,0,1,0,0,0.304341323,0.689085838,0.919766786,0.693386219,0.736303016,0.263593509,0.92189586,0.016105196,0.678378581,0.314045544,0.561428311,0.449248605,0.112179706
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:41:58,1,13,66,0,0,6,6,3,3,1,1,2,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54,8.977,2,96,W,NCTL,D,0.9,0.4,0.85,0,1,1,1,0,0,0,0,0,1,0,0,0.309815537,0.687760955,0.820365342,0.61631944,0.721239045,0.282617717,0.905971387,0.000177247,0.648061797,0.433263661,0.596106814,0.469001621,0.127105193
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:42:28,1,13,67,0,0,6,6,3,4,2,1,2,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.453,25.715,9,114,BC,NCTL,ND,0.4,0.4,0.45,0,1,1,1,0,0,0,0,0,0,0,0,0.3169026,0.672672323,0.747996509,0.95456429,0.372769584,0.621766717,0.00194881,0.992587241,0.385678614,0.791967689,0.503968308,0.703042084,-0.199073776
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:43:03,1,13,68,0,0,6,6,3,5,2,1,2,34,34,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24.06,15.693,5,113,W,NCTL,ND,0.9,0.4,0.45,0,1,1,2,0,0,0,0,0,0,0,0,0.248070113,0.751065668,0.8712879,0.81263116,0.190644135,0.818904073,0.003592581,0.994231371,0.324685842,0.839772882,0.486704989,0.652885449,-0.16618046
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:43:34,1,13,69,0,0,6,6,3,6,1,2,1,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.243,12.264,3,80,B,NCTL,D,0.65,0.4,0.85,0,1,0,2,0,0,0,0,0,0,0,0,0.145007567,0.846108428,0.710953938,0.509286666,0.622077054,0.373048133,0.42445766,0.601788236,0.488698486,0.692259354,0.473715771,0.570193499,-0.096477728
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:44:06,1,13,70,0,0,6,6,4,6,1,2,1,36,34,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.32,20.142,5,80,BC,NCTL,ND,0.4,0.4,0.45,0,1,1,2,0,0,0,0,0,0,0,0,0.24998839,0.742693235,0.719499448,0.516870683,0.619455313,0.374652782,0.437882678,0.615216184,0.570459805,0.527528275,0.525281929,0.590485292,-0.065203363
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:44:50,1,13,71,0,0,6,6,5,6,2,1,2,36,35,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.253,4.906,1,116,C,NCTL,D,0.5,0.4,0.85,0,1,1,2,0,0,0,0,0,0,0,0,0.250175769,0.749529189,0.950926599,0.756966486,0.424797434,0.564242173,0.007448323,0.998087955,0.248208961,0.713358679,0.410435402,0.703373266,-0.292937864
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:46:58,2,1,72,0,0,6,7,0,0,1,1,1,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.909,13.676,1,99,BW,NCTL,D,0.75,0.4,0.85,0,0,1,1,0,0,0,0,0,0,0,0,0.350261723,0.650393259,0.86494486,0.610932778,0.657933484,0.333049264,0.912377465,0.006584723,0.718574554,0.432647509,0.643105927,0.495349367,0.14775656
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:47:26,2,1,73,0,1,0,0,15,0,1,1,1,38,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,1.354,1,107,C,CTL,,0.5,0.8,0,1,0,2,1,0,0,0,0,0,0,0,0,0.488647828,0.498762021,0.902033647,0.682395364,0.837361979,0.156079358,0.938614544,0.032827528,0.820316845,0.346537401,0.680547424,0.405684636,0.274862788
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:47:39,2,1,74,0,1,0,0,30,0,1,2,1,39,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.239,14.034,1,86,W,NCTL,D,0.9,0.4,0.85,1,0,2,1,0,0,0,1,0,0,0,0,0.570728817,0.434363794,0.763256496,0.528460434,0.727085518,0.288492339,0.415974505,0.593303229,0.622896066,0.565602034,0.560223044,0.496851515,0.063371529
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:48:18,2,1,75,0,1,0,0,40,0,1,1,1,40,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.279,4.516,1,100,B,NCTL,ND,0.65,0.4,0.45,1,0,2,1,0,0,0,1,0,0,0,0,0.566108108,0.431795813,0.840616305,0.643400328,0.712919467,0.278497096,1,0.094226382,0.797757561,0.272297881,0.714449874,0.42867552,0.285774354
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:49:10,2,2,76,0,1,1,0,0,0,2,2,1,41,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.646,7.139,2,102,BC,NCTL,ND,0.4,0.4,0.45,1,0,2,0,0,0,0,2,0,0,0,0,0.708836976,0.288074237,0.788012348,0.71880613,0.36932527,0.618305819,0.543521351,0.451048174,0.530198377,0.576472353,0.608047748,0.473702997,0.134344751
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:49:44,2,2,77,0,1,1,0,15,0,2,1,1,42,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16.671,16.736,4,107,W,CTL,ND,0.9,0.8,0.45,1,0,2,0,0,0,0,3,0,0,0,0,0.784569461,0.215519174,0.895304699,0.709654139,0.10617776,0.886472644,0.005139819,0.995778947,0.409350573,0.629904876,0.532977531,0.591332558,-0.058355027
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:50:17,2,2,78,0,1,1,0,30,0,2,1,1,43,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.26,45.261,8,116,W,NCTL,ND,0.9,0.4,0.45,1,0,1,0,0,0,0,3,0,0,0,0,0.681168315,0.319234358,0.755928758,0.966254926,0.192897198,0.821167984,0.005645443,0.996284681,0.341522277,0.845732734,0.440748003,0.776328646,-0.335580643
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:51:00,2,2,79,0,1,1,0,40,0,2,2,2,43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.913,5.848,1,90,W,NCTL,D,0.9,0.4,0.85,1,0,1,0,0,0,0,3,0,0,1,0,0.666250851,0.330637491,0.75843727,0.583175431,0.279282971,0.722138849,0.545252647,0.452779848,0.57249174,0.475463322,0.455206246,0.542609795,-0.087403549
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:51:33,2,2,80,0,1,1,0,40,15,2,1,2,43,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.746,1.072,1,107,W,CTL,,0.9,0.8,0,1,1,1,1,0,0,0,3,0,0,2,0,0.549529979,0.45151713,0.899471907,0.684476862,0.011103188,1,0.003475272,0.994114036,0.398092991,0.74339068,0.451966469,0.669891712,-0.217925243
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:51:56,2,2,81,0,1,1,0,40,30,2,1,2,43,38,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.161,0.916,1,111,C,CTL,,0.5,0.8,0,0,2,0,2,0,0,0,3,0,0,3,0,0.285151675,0.714267313,0.925710265,0.713956558,0.163287406,0.84880519,0.003428251,0.994067006,0.365922929,0.799028759,0.413512596,0.720975615,-0.307463019
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:52:18,2,2,82,0,1,1,0,40,40,2,1,2,43,39,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.761,9.015,3,112,BW,CTL,ND,0.75,0.8,0.45,0,2,0,3,0,0,0,2,0,0,3,0,0.141059934,0.849092407,0.930060703,0.737649013,0.172262954,0.838834113,0.007693111,0.998332795,0.214568391,0.770808507,0.42313718,0.60441456,-0.18127738
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:52:42,2,2,83,0,1,1,0,40,AD,2,1,2,43,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.617,13.064,3,90,B,NCTL,D,0.65,0.4,0.85,0,2,0,3,0,0,0,2,0,0,3,0,0.139502616,0.858210295,0.701591387,0.643892089,0.380936567,0.634212034,0.003798147,0.994436982,0.216887995,0.737205325,0.432836857,0.573473824,-0.140636967
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:53:13,2,3,84,0,1,1,1,0,0,1,2,1,44,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.743,4.798,1,84,B,NCTL,ND,0.65,0.4,0.45,0,2,0,3,0,0,0,2,0,0,3,0,0.146523628,0.850628086,0.704594969,0.550725231,0.7122907,0.277865301,0.445671135,0.623006341,0.479123903,0.670191642,0.425177442,0.724678233,-0.299500791
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:53:36,2,3,85,0,1,1,1,15,0,1,1,2,44,41,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24.819,29.706,8,102,C,CTL,ND,0.5,0.8,0.45,0,2,0,4,0,0,0,1,0,0,3,0,0,1,0.905198019,0.667171517,0.732015144,0.259284992,0.950930052,0.045145725,0.521922873,0.546133678,0.532969207,0.517603539,0.015365668
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:54:03,2,3,86,0,1,1,1,15,15,1,1,1,45,41,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.644,9.685,3,103,C,CTL,ND,0.5,0.8,0.45,0,2,1,4,0,0,0,1,0,0,3,0,0.102190905,0.898098235,0.893383594,0.653152119,0.741347667,0.268662448,0.97795641,0.072177981,0.683754767,0.551606533,0.657911713,0.484818369,0.173093344
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:54:20,2,3,87,0,1,1,1,30,15,1,1,1,46,41,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.632,26.489,5,105,W,CTL,ND,0.9,0.8,0.45,0,2,2,4,0,0,0,1,0,0,2,0,0.218145007,0.778174489,0.990561374,0.614119134,0.888402304,0.112313361,0.950755045,0.044970679,0.660050438,0.393583959,0.634635077,0.379490388,0.255144689
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:54:42,2,3,88,0,1,1,1,40,15,1,1,2,46,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.287,39.85,6,103,BC,CTL,ND,0.4,0.8,0.45,0,1,2,3,0,0,0,1,0,0,1,0,0.331468571,0.656590284,1,0.588314095,0.693271161,0.296382406,0.955325704,0.049542336,0.809219652,0.434773547,0.780519969,0.383575464,0.396944505
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:55:14,2,3,89,0,1,1,1,40,30,1,2,2,46,43,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.899,2.62,0,0,W,CTL,D,0.9,0.8,0.85,0,0,2,2,1,0,1,1,0,0,0,0,0.360291155,0.633269306,0.051818076,0.007080422,0.791422388,0.200697346,0.389038651,0.566361497,0.480756893,0.402729622,0.579843585,0.417879171,0.161964414
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:55:40,2,3,90,0,1,1,1,40,40,1,1,1,47,43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21.854,36.62,5,94,W,NCTL,ND,0.9,0.4,0.45,0,0,2,1,1,0,1,1,0,0,0,0,0.431363502,0.567137342,0.912052627,0.538212204,0.808783536,0.184752879,0.905794178,0,0.750690226,0.397706804,0.626531277,0.430617498,0.195913779
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:56:04,2,3,91,0,1,1,1,AD,40,1,1,1,48,43,1,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.114,20.927,5,108,C,NCTL,ND,0.5,0.4,0.45,0,0,3,1,1,0,1,1,0,0,0,0,0.532191598,0.456264373,0.928414721,0.702714731,0.662077647,0.341452393,0.922971649,0.01718122,0.783313581,0.323613966,0.646421528,0.396830819,0.249590709
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:58:03,2,4,92,0,1,2,1,0,0,2,2,1,49,43,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.249,5.162,2,102,BC,NCTL,ND,0.4,0.4,0.45,0,0,4,1,1,0,1,0,0,0,0,0,0.568157568,0.432675877,0.857153407,0.662626764,0.371964409,0.620957666,0.541943759,0.449470237,0.661990329,0.560881531,0.620716814,0.454331334,0.16638548
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:58:32,2,4,93,0,1,2,1,15,0,2,1,2,49,44,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.949,20.381,7,111,C,NCTL,ND,0.5,0.4,0.45,0,0,4,1,1,0,1,0,0,0,0,0,0.561731656,0.427379323,0.794807813,0.863901641,0.332709586,0.657541779,0.000295026,0.990933096,0.481753064,0.689965217,0.534945144,0.600579607,-0.065634463
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:59:03,2,4,94,0,1,2,1,15,15,2,1,2,49,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.533,9.443,1,109,W,CTL,D,0.9,0.8,0.85,0,0,3,1,1,0,1,0,0,0,0,0,0.456896806,0.529740681,0.866965757,0.736288779,0.204115247,0.799050841,0.003969044,0.994607916,0.338181212,0.77630197,0.469246231,0.783071843,-0.313825612
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:59:23,2,4,95,0,1,2,1,15,30,2,2,1,50,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.252,4.525,0,0,B,CTL,ND,0.65,0.8,0.45,0,0,2,1,1,1,1,1,0,0,0,0,0.440380325,0.552578436,0.054968839,0.004520324,0.199190541,0.789863411,0.545180162,0.452707347,0.419848546,0.499071026,0.442796436,0.577070845,-0.134274409
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,0:59:53,2,4,96,0,1,2,1,30,30,2,2,2,50,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,9.347,1,103,B,NCTL,ND,0.65,0.4,0.45,0,0,2,1,1,1,1,1,0,0,0,0,0.44445957,0.547418335,0.849041738,0.674653802,0.281169239,0.719795186,0.542702893,0.450229537,0.500467161,0.61128848,0.503854357,0.633347421,-0.129493064
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:00:25,2,4,97,0,1,2,1,30,40,2,1,2,50,47,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.836,7.663,3,107,C,CTL,ND,0.5,0.8,0.45,0,0,2,2,0,1,0,1,0,0,0,0,0.462468888,0.528381189,0.861252233,0.730059117,0.259122284,0.736041802,0.005212665,0.995851809,0.40933455,0.807347914,0.422946058,0.688472168,-0.26552611
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:00:54,2,5,98,0,1,2,2,0,0,1,1,2,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.769,10.777,2,86,W,CTL,D,0.9,0.8,0.85,0,0,2,2,0,1,0,1,0,0,0,0,0.458551682,0.527553073,0.754700147,0.542676509,0.794842123,0.204133546,0.937270405,0.031483097,0.691976045,0.409215002,0.628728361,0.414992563,0.213735798
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:01:26,2,5,99,0,1,2,2,0,15,1,2,2,50,49,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.871,3.666,0,0,W,CTL,,0.9,0.8,0,0,0,1,2,1,1,1,1,0,0,0,0,0.273968076,0.726305286,0.060532092,0,0.984685053,0,0.393822224,0.571146114,0.473607482,0.396687085,0.539066507,0.426248767,0.11281774
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:01:54,2,5,100,0,1,2,2,0,30,1,2,1,51,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.121,15.117,5,80,B,CTL,D,0.65,0.8,0.85,0,0,0,2,1,1,1,2,0,0,0,0,0.240143504,0.75330941,0.671599174,0.555791219,0.706633029,0.305569594,0.391503272,0.568826656,0.528748599,0.660840805,0.514455223,0.6238556,-0.109400377
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:02:27,2,5,101,0,1,2,2,15,30,1,2,2,51,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.009,13.436,4,80,B,NCTL,ND,0.65,0.4,0.45,0,0,0,1,1,1,1,2,0,0,0,0,0.307022771,0.683231422,0.708904261,0.518215857,0.718014778,0.283616939,0.379278661,0.556599377,0.576570521,0.462684672,0.567680654,0.539783904,0.02789675
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:02:57,2,5,102,0,1,2,2,15,40,1,1,1,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10.791,27.906,3,96,W,CTL,D,0.9,0.8,0.85,0,0,0,1,1,1,1,2,0,0,0,1,0.350621594,0.645113697,0.948486156,0.519480858,0.802442123,0.211770138,0.932478265,0.026689911,0.815956256,0.389537417,0.675671268,0.509857907,0.165813361
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:03:15,2,5,103,0,1,2,2,30,40,1,1,1,53,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.944,2.291,1,108,C,NCTL,,0.5,0.4,0,1,0,1,1,1,0,1,1,0,0,0,2,0.449432083,0.539231787,0.915352713,0.684272993,0.771467844,0.242309588,0.964712363,0.058931043,0.760911173,0.354698059,0.60432225,0.506521914,0.097800336
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:03:39,2,5,104,0,1,2,2,40,40,1,1,2,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.944,30.373,6,93,W,NCTL,D,0.9,0.4,0.85,1,0,1,1,1,0,1,1,0,0,0,2,0.453412295,0.54089475,0.839245715,0.591934153,0.718577427,0.279943283,0.99636338,0.090588968,0.674120669,0.415341159,0.701733683,0.418479857,0.283253826
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:04:04,2,5,105,0,1,2,2,40,AD,1,1,1,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.275,10.785,3,107,C,CTL,D,0.5,0.8,0.85,1,0,1,0,1,0,1,1,0,0,0,3,0.561388355,0.435337355,0.927824005,0.67596738,0.638503439,0.351153886,0.920946239,0.015155368,0.858434418,0.401313069,0.741751507,0.482678911,0.259072596
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:04:24,2,5,106,0,1,2,2,40,40,1,2,1,55,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.331,23.447,7,82,B,NCTL,D,0.65,0.4,0.85,1,0,1,0,1,0,1,1,0,0,0,3,0.561327667,0.429464056,0.725403922,0.552000238,0.629092038,0.380096892,0.445105042,0.622440125,0.599408653,0.595502273,0.535003065,0.503191487,0.031811578
2023-wimbledon-2503,Ons Jabeur,Elena Rybakina,1:05:01,2,5,107,0,1,2,2,AD,40,1,1,1,56,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.576,31.504,7,105,W,NCTL,D,0.9,0.4,0.85,1,0,1,0,0,0,0,1,0,0,0,3,0.650480232,0.344858789,0.96809557,0.646900856,0.717543006,0.278903883,0.939832582,0.034045832,0.824471874,0.403126661,0.650561574,0.476828394,0.17373318
